file_path,feature_path,text,emotion,raw_emotion,dialogue_id,utterance_id,split,dataset
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia672_utt11.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia672_utt11.npy,"What are you talking about, Ross, you just said that you read it twice!",anger,anger,672,11,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia672_utt12.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia672_utt12.npy,"Look, y'know what, either it does or it doesnt, and if you have to even",anger,anger,672,12,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia672_utt13.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia672_utt13.npy,"No, Rach, no. I dont, I dont, I dont",neutral,neutral,672,13,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia672_utt14.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia672_utt14.npy,Are you sure?,happiness,joy,672,14,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia672_utt15.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia672_utt15.npy,"Oh, sure! Im sure.",happiness,joy,672,15,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt0.npy,You got married again.,neutral,neutral,673,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt1.npy,Yes.,neutral,neutral,673,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt2.npy,So thats your second marriage in two years.,neutral,neutral,673,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt3.npy,"Yes, second in two years. Third overall.",neutral,neutral,673,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt4.npy,"Ross, I have been a divorce attorney for 23 years and never had I so much business from one client.",neutral,neutral,673,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt5.npy,Why dont you tell me what happened.,neutral,neutral,673,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt6.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt6.npy,"Basically, Rachel and I were in Vegas and we got drunk",neutral,neutral,673,6,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt7.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt7.npy,"Im sorry, is this the same Rachel whos name you said at the altar in the second marriage?",surprise,surprise,673,7,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt8.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt8.npy,"Yes-yes-yes! But, I-I do",neutral,neutral,673,8,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt9.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt9.npy,"Oh, thats better then.",neutral,neutral,673,9,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt10.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt10.npy,This was just a drunken mistake and I need to get it annulled.,neutral,neutral,673,10,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt11.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt11.npy,I see. Have you considered therapy?,neutral,neutral,673,11,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt12.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt12.npy,I think just the,neutral,neutral,673,12,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt13.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt13.npy,There are a couple of forms to fill out.,neutral,neutral,673,13,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt14.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt14.npy,Easy.,neutral,neutral,673,14,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt15.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt15.npy,"And well need to have witnesses who can testify that you were not of uh, sound mind.",neutral,neutral,673,15,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt16.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt16.npy,No problem.,neutral,neutral,673,16,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt17.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt17.npy,And well need you and Rachel to testify before a judge.,neutral,neutral,673,17,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt18.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt18.npy,Ooh!,surprise,surprise,673,18,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt19.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt19.npy,Theres no way to do this without her?,surprise,surprise,673,19,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia673_utt20.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia673_utt20.npy,"Cause I kinda all ready told her uh, it was, it was already taken care of.",fear,fear,673,20,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia674_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia674_utt0.npy,"So, Phoebs owes $7.50, Monica, you owe $10, and Rachel, you owe fifteen big ones.",neutral,neutral,674,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia674_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia674_utt1.npy,"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.",neutral,neutral,674,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia674_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia674_utt2.npy,"Alright, here's my $7.50. But I think you should know that this money is cursed.",neutral,neutral,674,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia674_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia674_utt3.npy,What?,surprise,surprise,674,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia674_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia674_utt4.npy,"Oh, I cursed it. So now bad things will happen to he who spends it.",neutral,neutral,674,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia674_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia674_utt5.npy,"That's alright, I'll take it.",neutral,neutral,674,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia674_utt6.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia674_utt6.npy,Bad things happen to me anyway.,neutral,neutral,674,6,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia674_utt7.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia674_utt7.npy,This way I can break 'em up with a movie.,neutral,neutral,674,7,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia674_utt8.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia674_utt8.npy,"Well, that just leaves the big Green poker machine, who owes fifteen...",neutral,neutral,674,8,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia675_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia675_utt0.npy,You wanna do it right now?,neutral,neutral,675,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia675_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia675_utt1.npy,Great!,happiness,joy,675,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia675_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia675_utt2.npy,"Ok, I just wanna be really sure this time. Andie McDowell's the girl from",neutral,neutral,675,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia675_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia675_utt3.npy,No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from,neutral,neutral,675,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia675_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia675_utt4.npy,"Oh, yeah. Ok, thank you.",neutral,neutral,675,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia675_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia675_utt5.npy,You're welcome.,neutral,neutral,675,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt0.npy,is for me not to see you anymore.,sadness,sadness,676,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt1.npy,That's crazy!,surprise,surprise,676,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt2.npy,You can't do that!,surprise,surprise,676,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt3.npy,What are you going to tell her?,sadness,sadness,676,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt4.npy,Oh God.,fear,fear,676,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt5.npy,"Ohh, you already agreed to this, haven't you?",sadness,sadness,676,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt6.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt6.npy,"It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.",sadness,sadness,676,6,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt7.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt7.npy,"And I do, I have to make",sadness,sadness,676,7,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt8.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt8.npy,Ohh! Lucky me! Oh my God! That,surprise,surprise,676,8,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt9.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt9.npy,You have no idea what a nightmare this has been. This is so hard.,sadness,sadness,676,9,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt10.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt10.npy,"Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you.",anger,anger,676,10,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt11.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt11.npy,What are you doing?,surprise,surprise,676,11,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt12.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt12.npy,Storming out!,anger,anger,676,12,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt13.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt13.npy,"Rachel, this is your apartment.",neutral,neutral,676,13,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia676_utt14.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia676_utt14.npy,"Yeah, well that's how mad I am!!",anger,anger,676,14,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia677_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia677_utt0.npy,These little women. Wow!,surprise,surprise,677,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia677_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia677_utt1.npy,"Your liking it, huh?",neutral,neutral,677,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia677_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia677_utt2.npy,Oh yeah! Amy just burned Jos manuscript. I dont see how he could ever forgive her.,happiness,joy,677,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia677_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia677_utt3.npy,"Umm, Jos a girl, its short for Josephine.",neutral,neutral,677,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt0.npy,Chandler.,neutral,neutral,678,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt1.npy,Hi.,neutral,neutral,678,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt2.npy,Hi.,neutral,neutral,678,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt3.npy,Joey.,neutral,neutral,678,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt4.npy,Hey-hey!,happiness,joy,678,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt5.npy,Hey.,neutral,neutral,678,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt6.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt6.npy,This is Monica.,neutral,neutral,678,6,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt7.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt7.npy,Whoa!,surprise,surprise,678,7,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt8.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt8.npy,And this is Rachel.,neutral,neutral,678,8,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt9.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt9.npy,Hi!,happiness,joy,678,9,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt10.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt10.npy,Whoa!!,surprise,surprise,678,10,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt11.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt11.npy,Im gonna get coffee.,neutral,neutral,678,11,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt12.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt12.npy,"Hey, how do you guys get anything done?",happiness,joy,678,12,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt13.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt13.npy,"We dont, really.",neutral,neutral,678,13,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt14.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt14.npy,"Well, so, now, do you guys have a lot of big plans?",neutral,neutral,678,14,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt15.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt15.npy,"Oh yeah! Yeah, no, were gonna connect, y'know bond, and everything.",happiness,joy,678,15,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt16.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt16.npy,"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars.",neutral,neutral,678,16,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt17.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt17.npy,"And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",neutral,neutral,678,17,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia678_utt18.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia678_utt18.npy,"You know, we dont really take advantage of living in the city.",neutral,neutral,678,18,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt0.npy,"Okay, Chandler!",neutral,neutral,679,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt1.npy,Okay.,neutral,neutral,679,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt2.npy,"And your horoscope says, ""On the fifth a special someone is going to give you a gift.""",happiness,joy,679,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt3.npy,"Oh, well thank you in advance.",happiness,joy,679,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt4.npy,"Op, but the twelfth brings a lovers spat.",surprise,surprise,679,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt5.npy,"Oh, wait and on the nineteenth a secret crush announces itself.",surprise,surprise,679,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt6.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt6.npy,Hey guys!,neutral,neutral,679,6,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt7.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt7.npy,Hey!!,happiness,joy,679,7,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt8.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt8.npy,Oh my God! Its Joey Tribbiani of Mac and C.H.E.E.S.E.!!!!!!!,surprise,surprise,679,8,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt9.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt9.npy,Oh thats right. Its your first day! So are you psyched to fight fake crime with your robot sidekick?,happiness,joy,679,9,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt10.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt10.npy,Am I psyched? The lead in my own TV series? Ive dreamed about this for years! Why have I not been preparing?!,happiness,joy,679,10,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt11.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt11.npy,"No! Joey, youre going to be great!",neutral,neutral,679,11,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt12.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt12.npy,"But I got to act with a robot Pheebs, and-and I dont know anything about technology!",fear,fear,679,12,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt13.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt13.npy,I cant even use Chandlers computer except to find porn!,anger,anger,679,13,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt14.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt14.npy,And-and thats only cause its right there when you turn it on!,anger,anger,679,14,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt15.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt15.npy,I think our lovers spat will start a little early this month.,anger,anger,679,15,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia679_utt16.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia679_utt16.npy,Ill be waiting.,neutral,neutral,679,16,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia680_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia680_utt0.npy,"Now, this is last minute so I want to apologize for the mess. Okay?",happiness,joy,680,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia680_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia680_utt1.npy,Oh my God! It sure didnt look this way when I lived here.,surprise,surprise,680,1,train,MELD
